"ID","SEX","TYPEAREA","SEX.REPRO","REPRO.STATUS","AGE","PARASITE_STATUS","RBC","HGB","WBC","EOS.CNT","MONO.CNT","NUT.CNT","PL.CNT","LYMP.CNT"
"grlsUEQ2C066","Male","Rural","IntactMale","Intact",15,"Negative",6.7,16.5,8.8,88,792,4576,285,3344
"grlsS5SQKJYY","Male","Suburban","IntactMale","Intact",9,"Negative",6.4,15.7,13.8,138,690,11178,273,1794
"grlsZBL5PYTT","Male","Suburban","NeuteredMale","Neutered",14,"Negative",6.4,15.8,7.9,474,237,4187,193,3002
"grlsRNPT4TKK","Female","Suburban","IntactFemale","Intact",7,"Negative",5.9,15.8,9.6,96,480,6144,245,2880
"grlsT54MH6FF","Female","Suburban","NeuteredFemale","Neutered",8,"Negative",6.7,16.2,9.6,96,768,5760,270,2976
"grlsTPL1L00","Male","Rural","NeuteredMale","Neutered",9,"Negative",6.6,16.4,13.5,135,540,8100,198,4725
"grlsZF39RYXX","Female","Suburban","NeuteredFemale","Neutered",16,"Negative",6.7,16.3,6.9,138,207,4071,202,2484
"grlsSLRBVZJJ","Female","Suburban","NeuteredFemale","Neutered",11,"Negative",7,17.7,8.9,178,267,4450,255,4005
"grlsLIEKQXGG","Male","Suburban","IntactMale","Intact",7,"Negative",6.5,15,10.3,309,412,5974,301,3605
"grlsY9V8LZAA","Female","Suburban","IntactFemale","Intact",14,"Negative",6.5,16.3,8.1,162,243,4536,213,3159
"grlsU1JQ5L88","Male","Rural","IntactMale","Intact",6,"Negative",5.7,13.7,12.3,492,615,6888,245,4305
"grlsS5MPFKJJ","Female","Suburban","NeuteredFemale","Neutered",22,"Negative",7.8,19.6,10.7,428,321,5136,197,4815
"grls5JU4OLUU","Male","Suburban","NeuteredMale","Neutered",8,"Negative",5.4,13.1,12,240,360,5520,207,5880
"grls2VOVUYFF","Male","Rural","NeuteredMale","Neutered",23,"Negative",6.7,16.2,10,700,500,5900,258,2800
"grlsK78Y8VV","Female","Urban","NeuteredFemale","Neutered",18,"Negative",6.3,16.2,9.7,388,388,4753,189,4171
"grlsJ9DGO3MM","Female","Rural","NeuteredFemale","Neutered",21,"Negative",7.3,17.5,6.4,384,128,3392,180,2496
"grlsSSZ8O6EE","Female","Suburban","IntactFemale","Intact",6,"Negative",5.5,12.8,10.5,525,420,5985,214,3570
"grlsIN2KQ44","Male","Suburban","IntactMale","Intact",23,"Negative",6.6,16.2,12.2,366,488,8052,215,3294
"grlsKK91TIOO","Male","Urban","IntactMale","Intact",9,"Negative",6,14.8,8.3,249,166,4731,173,3154
"grlsSWL86DJJ","Male","Suburban","IntactMale","Intact",8,"Negative",6,14.9,11.8,118,354,5900,191,5428
"grlsC2RLTS11","Male","Rural","IntactMale","Intact",9,"Negative",5.6,12.7,10.7,214,321,7918,71,2247
"grlsYTIKZWII","Female","Suburban","NeuteredFemale","Neutered",21,"Negative",7,17.3,9.3,744,465,5301,163,2790
"grlsS2GRBLSS","Female","Suburban","IntactFemale","Intact",6,"Negative",5.5,13.3,10.2,204,714,5202,279,3978
"grls1B9PK7YY","Female","Suburban","IntactFemale","Intact",7,"Negative",6.2,15.3,10.5,105,1155,5670,187,3570
"grls9V5Q6Q55","Male","Rural","IntactMale","Intact",7,"Negative",6.1,14.8,8.6,516,258,4558,278,3268
"grlsMQHRNQYY","Male","Suburban","NeuteredMale","Neutered",9,"Negative",6.4,16.1,11.9,595,476,6069,183,4760
"grlsBSITAQKK","Male","Suburban","NeuteredMale","Neutered",6,"Negative",4.5,10.3,7.1,284,355,2414,284,4047
"grls5Q9DCLWW","Male","Suburban","NeuteredMale","Neutered",17,"Negative",5.9,15.8,9.8,490,294,4900,212,4116
"grls5H4WI944","Male","Rural","IntactMale","Intact",24,"Negative",6.6,16.1,7.4,370,222,3478,235,3330
"grlsYEL9JU22","Male","Urban","IntactMale","Intact",7,"Negative",NA,NA,NA,NA,NA,NA,NA,NA
"grlsHDGGZ6VV","Male","Suburban","IntactMale","Intact",7,"Negative",6.3,14.9,14,0,1120,7140,263,5740
"grlsL11M8L44","Male","Suburban","IntactMale","Intact",20,"Negative",6.7,16.9,11.3,565,226,7458,175,3051
"grlsLK1QBDD","Female","Rural","NeuteredFemale","Neutered",14,"Negative",6.2,15.8,10.9,872,327,6758,191,2943
"grlsNGV9RZOO","Male","Suburban","NeuteredMale","Neutered",26,"Negative",5.1,12.5,6.2,248,434,4464,77,1054
"grlsHCP7ZBNN","Male","Urban","NeuteredMale","Neutered",10,"Negative",6.7,15.7,10.1,1111,303,4444,260,4242
"grlsD3VDRN66","Male","Suburban","NeuteredMale","Neutered",24,"Negative",7.1,17.9,6.9,276,276,4278,189,2070
"grls0XFD2S00","Male","Urban","NeuteredMale","Neutered",10,"Positive",5.6,14.1,13.5,270,675,7830,298,4725
"grlsG9A3FG00","Male","Rural","IntactMale","Intact",6,"Positive",5.6,14.1,19.1,382,573,12606,357,5539
"grlsTGEU6344","Female","Urban","NeuteredFemale","Neutered",23,"Negative",7.2,16.9,7,280,350,3850,186,2520
"grlsIFPY0Y33","Female","Suburban","IntactFemale","Intact",7,"Negative",6.2,14.4,9.1,182,364,4459,270,4095
"grlsUNS02400","Female","Suburban","NeuteredFemale","Neutered",17,"Negative",7.8,18.9,9.2,184,276,5888,283,2852
"grlsXJ8W6V11","Male","Urban","IntactMale","Intact",16,"Negative",5.7,14.6,25,1000,1000,19000,204,4000
"grlsDMW43200","Male","Rural","IntactMale","Intact",7,"Negative",6.7,15.6,15,750,450,7500,275,6300
"grlsJ4FI48NN","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",5.7,14,9.5,760,285,4465,276,3990
"grls68GFCHRR","Female","Suburban","NeuteredFemale","Neutered",6,"Negative",5.8,13.8,9,270,450,5310,215,2880
"grlsC8YKMAKK","Male","Suburban","IntactMale","Intact",14,"Positive",6.3,15.7,7.3,73,730,4453,244,2044
"grls4RG88OII","Male","Rural","IntactMale","Intact",16,"Negative",6.8,16.2,11.4,570,228,7980,256,2622
"grlsQSRQX0ZZ","Female","Suburban","NeuteredFemale","Neutered",11,"Negative",6,14.7,6.6,198,264,4092,233,2046
"grlsLPJ4PKTT","Female","Suburban","NeuteredFemale","Neutered",23,"Negative",7.1,16.8,9.6,480,384,5952,245,2784
"grlsQGR0BLLL","Female","Suburban","IntactFemale","Intact",23,"Negative",7.8,19.4,7.2,144,288,4032,195,2736
"grlsEYJWKWMM","Female","Suburban","IntactFemale","Intact",6,"Negative",6,14.3,10,100,600,5500,224,3800
"grlsBGU05VFF","Female","Suburban","IntactFemale","Intact",16,"Negative",7.6,17.3,13.6,544,816,7888,279,4352
"grlsD5552K66","Male","Urban","IntactMale","Intact",6,"Positive",6,13.7,16.7,334,668,7849,264,7849
"grlsXZTX3HBB","Male","Urban","IntactMale","Intact",24,"Negative",6,14.5,8.9,267,445,5785,149,2403
"grls1G0BXJAA","Male","Suburban","NeuteredMale","Neutered",9,"Negative",6.8,15.2,14.8,444,888,10804,230,2664
"grls6XPWTUDD","Female","Suburban","IntactFemale","Intact",8,"Negative",6.7,16.7,7.3,73,219,4015,347,2993
"grls4OPYXWW","Female","Suburban","IntactFemale","Intact",6,"Negative",7,16.5,9.9,198,297,5148,276,4257
"grls2RDG4699","Female","Rural","NeuteredFemale","Neutered",9,"Negative",6.6,15.6,9.6,288,480,3936,279,4896
"grls8IY6PXBB","Female","Suburban","IntactFemale","Intact",7,"Negative",6.1,14.6,10.3,0,618,5974,237,3605
"grlsITBPWOUU","Female","Urban","IntactFemale","Intact",7,"Negative",6.9,16.1,10.8,216,324,4968,262,5292
"grlsI3AT2X55","Male","Suburban","IntactMale","Intact",6,"Negative",6.2,15.3,10.5,210,315,6510,257,3465
"grlsYRLJ3P55","Female","Suburban","IntactFemale","Intact",9,"Negative",6.6,16.8,10.8,108,432,6480,272,3780
"grlsIRTGIVTT","Male","Urban","IntactMale","Intact",7,"Negative",6.6,15.7,9.8,98,980,4900,240,3724
"grlsGB9P9CGG","Male","Suburban","IntactMale","Intact",32,"Negative",NA,NA,NA,NA,NA,NA,NA,NA
"grlsLYXE35WW","Male","Suburban","NeuteredMale","Neutered",6,"Negative",5.6,13.3,9.1,364,546,5278,222,2912
"grlsGULYUQ55","Female","Urban","NeuteredFemale","Neutered",11,"Negative",6.7,16.9,11.3,452,452,6102,309,4294
"grls09FYB3II","Male","Rural","IntactMale","Intact",12,"Negative",6.9,15.7,12.4,124,868,6696,247,4712
"grlsPDRIOFQQ","Female","Rural","IntactFemale","Intact",22,"Negative",6.7,16.5,5.9,177,177,3894,160,1652
"grls5Q2QZUSS","Female","Urban","IntactFemale","Intact",7,"Positive",5.7,12.9,11.8,354,354,5664,205,5428
"grlsBKW0MYKK","Male","Rural","NeuteredMale","Neutered",15,"Negative",5.5,13.7,6.6,330,264,3960,184,2046
"grls92KYJ99","Female","Rural","NeuteredFemale","Neutered",6,"Negative",6,14.8,10.4,208,312,5928,255,3952
"grls494T1OXX","Male","Urban","NeuteredMale","Neutered",6,"Negative",6.3,14.8,14.7,294,588,9996,188,3822
"grls39MINWYY","Male","Suburban","IntactMale","Intact",12,"Positive",5.8,13.6,9.6,672,384,5184,295,3360
"grlsRR51DATT","Male","Suburban","IntactMale","Intact",15,"Negative",6.7,16.8,13.7,137,1233,8905,308,3425
"grlsWHAB5BGG","Female","Suburban","NeuteredFemale","Neutered",22,"Negative",6,14.8,12.4,744,620,7316,204,3720
"grlsLQB8A0FF","Male","Rural","IntactMale","Intact",6,"Negative",6.3,14.1,12.6,252,630,7182,237,4536
"grlsYBRSB577","Male","Suburban","IntactMale","Intact",17,"Negative",7.9,18.8,10.6,106,212,6360,196,3922
"grlsCLT9V7YY","Female","Rural","IntactFemale","Intact",6,"Negative",6.4,15.7,10.7,428,642,5029,276,4601
"grlsVETQM7UU","Female","Rural","NeuteredFemale","Neutered",8,"Negative",6.1,14.1,11.9,476,476,5117,345,5831
"grls52ZAXOFF","Female","Suburban","IntactFemale","Intact",16,"Negative",6.7,16.7,12.6,756,378,7308,471,4158
"grls7MGT13UU","Female","Urban","IntactFemale","Intact",29,"Negative",5.6,14.4,7.5,75,975,4425,272,2025
"grls2JD757FF","Male","Rural","NeuteredMale","Neutered",15,"Negative",6.9,16.6,8.2,328,328,4264,206,3280
"grlsSIXR2RMM","Male","Rural","NeuteredMale","Neutered",6,"Positive",6.4,15.3,10.2,204,408,4794,252,4794
"grls54KD2OTT","Female","Rural","NeuteredFemale","Neutered",6,"Negative",6.4,15.7,11.4,0,1026,5586,271,4788
"grlsMGT6NY55","Female","Rural","IntactFemale","Intact",23,"Negative",5.6,13.6,7.1,213,142,4047,266,2698
"grls75T7OLL","Male","Suburban","IntactMale","Intact",6,"Negative",6.8,15.2,13.5,135,540,6345,272,6480
"grls5YY3Y33","Female","Urban","IntactFemale","Intact",8,"Negative",5.5,13.4,9,270,810,4590,233,3330
"grlsIIVSMIHH","Female","Suburban","IntactFemale","Intact",7,"Negative",6,14.8,12.6,630,756,7308,155,3906
"grls10PF8W99","Male","Suburban","IntactMale","Intact",9,"Negative",6,14.2,13.2,0,1188,9108,319,2904
"grlsLTT9QPPP","Female","Suburban","NeuteredFemale","Neutered",15,"Negative",6.6,15.9,12.2,122,488,9028,223,2562
"grlsVX8GDI77","Male","Rural","IntactMale","Intact",10,"Negative",6.5,15.9,13.7,548,411,9453,246,3288
"grls4JDR1IHH","Female","Rural","IntactFemale","Intact",24,"Negative",5.7,14.1,7.6,228,152,4712,135,2508
"grlsGQMXI7RR","Female","Suburban","NeuteredFemale","Neutered",17,"Negative",7.8,19,9.2,276,276,6256,234,2392
"grls57OM3AA","Female","Rural","NeuteredFemale","Neutered",21,"Negative",6.8,17.3,9,360,270,4680,224,3690
"grlsBHZYGU11","Male","Suburban","NeuteredMale","Neutered",11,"Negative",6.5,15.7,22.9,229,1374,17404,259,3893
"grls15TTBZKK","Female","Suburban","NeuteredFemale","Neutered",17,"Negative",7.3,18.6,7.3,292,219,3139,249,3577
"grls2GO1GZOO","Male","Suburban","IntactMale","Intact",6,"Negative",5.5,13.6,18.3,915,732,11163,229,5490
"grls3230EPZZ","Male","Suburban","IntactMale","Intact",12,"Negative",7,17.4,10,200,300,5800,165,3700
"grls61SREENN","Female","Suburban","NeuteredFemale","Neutered",15,"Negative",6,14.9,8.4,252,252,4956,255,2940
"grlsJCL124KK","Female","Rural","IntactFemale","Intact",20,"Negative",NA,NA,NA,NA,NA,NA,NA,NA
"grls36P85CEE","Male","Suburban","IntactMale","Intact",8,"Negative",5.2,12.9,19.9,796,796,14925,246,3383
"grlsNCXK27MM","Female","Suburban","IntactFemale","Intact",12,"Negative",6.1,15.8,8.2,82,574,4920,284,2624
"grlsYWX7H3EE","Female","Suburban","NeuteredFemale","Neutered",21,"Negative",6.2,15.8,4.9,49,147,3234,244,1470
"grlsNI858BQQ","Female","Suburban","NeuteredFemale","Neutered",20,"Negative",6.7,16.1,6.9,138,207,3726,222,2829
"grlsD6MIZNUU","Female","Urban","NeuteredFemale","Neutered",17,"Negative",6.8,16.8,4.8,96,96,3360,68,1248
"grlsPGZBI4BB","Male","Rural","IntactMale","Intact",14,"Negative",6.9,16.4,12.2,244,488,7808,223,3660
"grlsMNTW6TNN","Male","Suburban","NeuteredMale","Neutered",7,"Negative",6,13.7,9.7,97,776,4656,248,4171
"grlsK7UKBMWW","Female","Rural","NeuteredFemale","Neutered",16,"Negative",7.1,17.5,9.5,0,665,5035,222,3800
"grlsVVUVDOPP","Male","Suburban","NeuteredMale","Neutered",6,"Positive",5.3,12.5,9.5,95,570,4845,233,3990
"grlsT405U4OO","Male","Rural","IntactMale","Intact",22,"Negative",6.2,15.2,10.4,936,312,4888,270,4264
"grls8B25S277","Female","Rural","IntactFemale","Intact",8,"Negative",6.4,15.6,12.1,242,968,6776,266,3993
"grls3Z0EKOO","Female","Suburban","IntactFemale","Intact",13,"Negative",6.6,15.2,12.2,122,366,7930,340,3782
"grlsDIIHGPII","Female","Urban","IntactFemale","Intact",6,"Negative",5.3,13,6.3,315,126,3780,153,2079
"grlsPWGREB55","Female","Suburban","IntactFemale","Intact",22,"Positive",6.2,14.8,12,120,480,7440,431,3960
"grlsKVFJT5WW","Female","Rural","IntactFemale","Intact",7,"Negative",6,13.8,13.1,131,393,6812,348,5764
"grlsCLMHKLXX","Female","Urban","IntactFemale","Intact",16,"Negative",6.3,14.7,5.5,330,110,3245,206,1815
"grls69UW98GG","Male","Suburban","NeuteredMale","Neutered",8,"Negative",5.5,13.3,5,50,450,2650,217,1850
"grlsE9GTDPSS","Male","Rural","IntactMale","Intact",6,"Negative",6.4,15.9,14,840,280,10360,210,2520
"grls8SG6Q511","Male","Suburban","IntactMale","Intact",9,"Negative",5.7,13.8,11.2,336,336,7840,243,2688
"grlsI19UH466","Male","Urban","NeuteredMale","Neutered",14,"Negative",6.9,16.5,10,200,600,4800,109,4400
"grls69RHIK33","Female","Rural","NeuteredFemale","Neutered",15,"Negative",6.7,16.4,8.4,252,504,5040,164,2604
"grlsTJOF8B11","Male","Rural","NeuteredMale","Neutered",18,"Negative",7,16.7,8.1,405,648,3888,126,3159
"grls7A8CQGCC","Female","Rural","IntactFemale","Intact",15,"Negative",6.1,14.3,8.4,84,588,4704,237,3024
"grlsJ7SC5A44","Male","Rural","IntactMale","Intact",15,"Negative",6.3,15.7,11.6,348,348,7772,169,3132
"grlsNKMG0U88","Female","Suburban","IntactFemale","Intact",7,"Negative",5.6,13,11.8,1180,472,5074,262,5074
"grlsGSRN0HCC","Female","Suburban","IntactFemale","Intact",12,"Negative",6.7,16.4,7.5,450,150,4425,86,2475
"grlsOESN6EII","Female","Suburban","NeuteredFemale","Neutered",18,"Negative",7,16.7,7.8,234,156,4524,174,2886
"grlsLE6Y7BPP","Female","Suburban","IntactFemale","Intact",21,"Negative",5.8,14.4,14.9,298,596,9834,140,4172
"grlsGSB3BQTT","Male","Suburban","IntactMale","Intact",24,"Negative",6.7,15.5,18,720,540,13860,252,2880
"grls5EO4FJ44","Male","Rural","IntactMale","Intact",10,"Negative",6.8,16.2,11.2,560,448,6496,282,3696
"grls51QWI4UU","Male","Urban","IntactMale","Intact",9,"Negative",7,16.5,13.2,264,528,7128,191,5280
"grlsY7YZF3YY","Male","Suburban","IntactMale","Intact",8,"Negative",5.5,12.8,11.5,345,345,7705,220,3105
"grlsN9USH9SS","Female","Suburban","NeuteredFemale","Neutered",16,"Negative",6.3,15.4,9.7,194,388,6111,179,3007
"grlsO2Z2E677","Female","Suburban","IntactFemale","Intact",8,"Positive",6.4,14.4,15.5,310,310,8215,199,6665
"grlsMDS9V00","Male","Suburban","IntactMale","Intact",12,"Negative",6.2,14.7,9.6,0,672,4320,154,4608
"grlsCYU5TJWW","Female","Suburban","NeuteredFemale","Neutered",17,"Negative",6.6,16.3,7.6,228,456,4484,100,2432
"grlsFUNUMZSS","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6.4,15.2,5,0,100,3100,226,1800
"grlsM4LD0UU","Male","Urban","IntactMale","Intact",11,"Negative",6.4,15.6,8.6,172,602,4558,221,3268
"grlsV2GFQMEE","Female","Suburban","IntactFemale","Intact",6,"Negative",6.3,15.8,13.4,134,1206,8040,248,4020
"grlsTBRVCWW","Male","Suburban","NeuteredMale","Neutered",16,"Negative",6.6,16.6,13.1,131,393,7991,248,4585
"grlsT5Z3CLL","Female","Suburban","NeuteredFemale","Neutered",11,"Negative",5.8,13.4,5.4,162,162,3726,229,1350
"grls8MXMWKDD","Male","Rural","IntactMale","Intact",8,"Negative",5.7,14,11.8,472,472,6608,236,4248
"grls9G4WHCTT","Female","Rural","IntactFemale","Intact",15,"Negative",7.4,17.3,10.2,306,102,5202,129,4590
"grls5Q8YPTEE","Female","Suburban","NeuteredFemale","Neutered",16,"Negative",5.8,15,7.2,216,144,4104,186,2736
"grlsUUEQ1BHH","Male","Suburban","IntactMale","Intact",21,"Negative",6.5,16.3,9.1,637,182,5096,150,3185
"grlsG40Y3RMM","Male","Suburban","NeuteredMale","Neutered",26,"Negative",7.5,18.3,7.9,158,790,5451,298,1501
"grlsVC3HXNMM","Female","Suburban","IntactFemale","Intact",23,"Negative",7.3,17.7,9,360,180,6660,278,1800
"grlsDC6NBZBB","Male","Suburban","IntactMale","Intact",11,"Negative",6.2,15.1,8.9,89,534,4450,264,3827
"grlsNV52VJBB","Male","Rural","IntactMale","Intact",18,"Negative",7.5,17.1,12.4,620,496,7068,241,4216
"grlsFC1D8UPP","Female","Suburban","NeuteredFemale","Neutered",16,"Negative",6.4,16.2,7.8,390,390,3510,162,3510
"grlsUTIBW399","Male","Suburban","NeuteredMale","Neutered",21,"Negative",7.3,17.1,8.2,410,328,5494,209,1968
"grlsVYWVEBUU","Male","Rural","IntactMale","Intact",7,"Negative",6.2,15.1,15.6,468,624,9984,211,4524
"grls40Z1Q4TT","Male","Suburban","IntactMale","Intact",15,"Negative",5.7,14.1,7.7,231,231,5159,199,2079
"grls3Y67N8SS","Male","Suburban","IntactMale","Intact",11,"Negative",7,15.5,11,110,330,6600,237,3960
"grlsI3WY0077","Male","Rural","NeuteredMale","Neutered",14,"Negative",6.6,16.5,6.7,67,603,4288,292,1742
"grlsB6123I","Female","Suburban","NeuteredFemale","Neutered",12,"Negative",6.5,16,8.7,348,348,5046,157,2958
"grlsCQFTVALL","Female","Suburban","NeuteredFemale","Neutered",16,"Negative",7,16.9,8,160,240,4320,304,3280
"grls3Q4SZH77","Female","Rural","IntactFemale","Intact",9,"Negative",5.4,13.1,9.9,198,396,5544,234,3762
"grlsQXFVMEE","Male","Suburban","IntactMale","Intact",6,"Negative",5.7,13.1,8.4,0,756,4788,305,2856
"grls5HZ84SHH","Male","Suburban","IntactMale","Intact",7,"Negative",5.7,13.8,7.7,154,308,4004,212,3234
"grlsJNJMMZ","Female","Rural","IntactFemale","Intact",8,"Negative",6.2,15.2,10.9,109,327,6867,266,3597
"grls5KFJEQXX","Female","Suburban","IntactFemale","Intact",8,"Negative",6.2,15.3,11.5,230,345,8050,315,2875
"grlsSEOXLCQQ","Male","Rural","IntactMale","Intact",10,"Positive",6.4,15.4,15.4,154,616,7700,284,6930
"grlsUV1U5P22","Female","Urban","IntactFemale","Intact",7,"Negative",5.6,13.4,8.7,261,348,4176,242,3915
"grlsUYQF2EXX","Male","Suburban","IntactMale","Intact",15,"Negative",6.8,16.6,11.8,118,472,6844,217,4366
"grlsSPIZL0QQ","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",6.7,15.5,12.9,645,516,5805,219,5934
"grls7XFLIQOO","Male","Suburban","NeuteredMale","Neutered",15,"Negative",6.9,17,9,0,1440,4860,78,2700
"grls0Z7K57AA","Male","Rural","IntactMale","Intact",10,"Negative",6.7,16.4,11.8,1062,354,4720,165,5664
"grlsZH05J9RR","Female","Rural","IntactFemale","Intact",9,"Positive",5.7,14.3,8.1,1134,324,3888,144,2754
"grls5EAENJGG","Female","Urban","IntactFemale","Intact",7,"Negative",6.1,15.8,14.3,286,715,10153,253,3146
"grls8AT03KK","Female","Suburban","IntactFemale","Intact",20,"Negative",6.1,15.4,7.2,288,288,4896,281,1728
"grls3PFMT388","Male","Rural","NeuteredMale","Neutered",7,"Negative",6.1,14.3,18.8,376,940,10528,290,6956
"grls70CT1KYY","Male","Rural","IntactMale","Intact",6,"Negative",5.9,14.4,10.8,540,216,5724,332,4320
"grls9MYOR7II","Male","Rural","NeuteredMale","Neutered",21,"Negative",6.9,16.6,9.7,194,291,5723,217,3492
"grlsDQAAMU55","Female","Suburban","NeuteredFemale","Neutered",6,"Negative",5.4,13.8,6.7,67,402,4690,214,1541
"grls5ZVIKUJJ","Female","Suburban","IntactFemale","Intact",7,"Negative",6.7,16.2,9.8,196,686,4508,203,4410
"grlsCCE2SEUU","Male","Rural","IntactMale","Intact",24,"Negative",6.7,16.4,9.9,99,297,7623,160,1881
"grls1XY17PSS","Female","Rural","IntactFemale","Intact",16,"Negative",6.6,15.4,11.5,345,460,7245,289,3450
"grlsRGL7RCUU","Female","Suburban","IntactFemale","Intact",22,"Negative",4.2,10,6.6,396,132,3234,232,2838
"grls46LWI3KK","Male","Suburban","IntactMale","Intact",6,"Negative",4.8,11.5,12.6,504,630,6804,341,4662
"grlsLTJ1MUBB","Female","Rural","IntactFemale","Intact",19,"Negative",6.3,15.8,9.6,0,672,4896,190,4032
"grls5JZQZUOO","Female","Rural","NeuteredFemale","Neutered",15,"Negative",6.9,16.7,10.1,202,404,5656,216,3737
"grlsGD3KTBVV","Female","Rural","IntactFemale","Intact",7,"Negative",7,14.2,14.1,0,564,9588,189,3948
"grlsL672JEHH","Male","Suburban","IntactMale","Intact",6,"Negative",6.3,15,11.3,113,452,6441,171,4294
"grlsOH4TYPP","Male","Suburban","NeuteredMale","Neutered",13,"Negative",6.8,16.3,15.6,312,468,10764,247,4056
"grls84LL93EE","Female","Suburban","IntactFemale","Intact",9,"Negative",7.1,16.7,11.2,560,336,8288,303,2016
"grlsMDNH1OCC","Male","Rural","NeuteredMale","Neutered",9,"Negative",6.6,16.4,9,360,270,3960,201,4410
"grlsLJ2VI277","Male","Rural","IntactMale","Intact",7,"Negative",5,12.5,9.5,285,665,5035,17,3515
"grlsCXY7OWNN","Female","Rural","NeuteredFemale","Neutered",7,"Negative",6.2,14.5,10.7,535,321,6313,302,3531
"grlsU02GKYQQ","Female","Rural","NeuteredFemale","Neutered",18,"Negative",6.6,16.6,9.6,96,768,5280,380,3456
"grls879JEY55","Female","Suburban","IntactFemale","Intact",10,"Negative",6.3,15.5,8,320,400,5360,174,1920
"grlsJ3HY17KK","Male","Suburban","IntactMale","Intact",7,"Negative",5.8,14.7,11.5,230,460,6095,247,4715
"grlsO2GZCJSS","Female","Suburban","IntactFemale","Intact",6,"Negative",7.7,18.1,9.7,0,582,5723,275,3298
"grlsQILR1II","Male","Suburban","NeuteredMale","Neutered",24,"Negative",5.6,14.5,6.5,390,130,3900,213,2080
"grlsQZUDGZ44","Male","Rural","IntactMale","Intact",22,"Negative",7,16.8,10.6,106,212,7844,257,2438
"grlsU5D03LXX","Female","Suburban","NeuteredFemale","Neutered",10,"Negative",6.2,14.8,8.2,164,246,4264,185,3526
"grlsPTSB3DRR","Female","Suburban","IntactFemale","Intact",9,"Negative",5.8,14.4,11.9,476,595,6188,237,4522
"grlsZ4DK0WW","Female","Rural","NeuteredFemale","Neutered",7,"Negative",6.3,15.3,9.5,570,190,5510,231,3230
"grlsT54AUYOO","Female","Suburban","NeuteredFemale","Neutered",23,"Negative",6.9,16.9,5.3,371,212,3180,268,1537
"grls6LXU0HAA","Male","Rural","IntactMale","Intact",10,"Negative",6.8,15.9,9.8,196,490,6370,233,2744
"grlsXJ3IAZHH","Male","Suburban","IntactMale","Intact",18,"Negative",7.1,17.1,9.5,760,285,5510,221,2945
"grls7CEE0QXX","Female","Suburban","IntactFemale","Intact",15,"Negative",7.3,17.5,9.8,0,588,5488,277,3724
